000456999,333
000457000,1396
000457007,1464
000457025,3024
000457027,412
000457039,2896
000457100,187
000457102,177
000457135,2870
000457137,401
000457138,131
000457168,1712
000457173,2131
000457181,2112
000457184,2220
000457269,410
000457274,1977
000457278,1934
000457282,1946
000457288,2022
000457297,2002
000457298,1942
000457308,1972
000457313,1976
000457321,330
000457322,2397
000457326,110
000457332,2439
000457339,2441
000457341,164
000457343,2444
000457344,1867
000457347,2450
000457350,190
000457363,1826
000457367,132
000457386,2384
000457399,388
000457413,225
000457438,359
000457455,2585
000457462,2673
000457464,2795
000457466,194
000457509,2923
000457510,2744
000457512,2903
000457514,2423
000457523,2783
000457529,2424
000457540,3229
000457583,319
000457777,3244
000457792,3236
000457815,2609
000457824,2175
000457827,2172
000457868,2215
000457934,2642
000458210,1731
000458566,1965
000458591,796
000458812,1081
000458828,913
000459214,2570
000459270,2912
000459354,2440
000459363,2409
000460006,2540
000460012,3048
000463288,2655
000471472,285
000478848,351
000482434,257
000488289,111
000489143,318
000492329,276
000492682,271
000496176,2875
000497395,2267
000498674,2224
000499774,261
000502538,256
000505008,339
000511132,1633
000511146,68
000511152,925
000511154,71
000511157,1552
000511158,74
000511161,197
000511199,1758
000511200,1878
000511208,254
000511210,246
000511220,2143
000511233,134
000511241,421
000511243,1923
000511255,2966
000511261,2844
000511266,2639
000511268,2884
000511269,168
000511293,151
000511343,373
000511344,113
000511345,172
000511346,112
000511348,162
000511488,2899
000511560,2390
000511562,426
000511572,3199
000511574,2498
000511577,3198
000511581,2530
000511723,216
000511859,2629
000511860,1407
000511861,2630
000511862,120
000511866,2801
000511868,3248
000511871,1324
000511876,3232
000511941,382
000512000,204
000512001,221
000512007,92
000512009,2641
000512116,2231
000512117,350
000512118,1665
000512119,2211
000512120,2265
000512121,1662
000512122,1658
000512166,1990
000512169,1961
000512171,2068
000512174,2042
000512175,1986
000512243,2695
000512322,2946
000512323,270
000512329,314
000512356,347
000512358,2684
000512403,344
000512463,3090
000512482,2745
000512576,2309
000512623,570
000512826,1413
000517482,858
000520052,2086
000521354,809
000521776,840
000530996,1675
000532755,2321
000532879,2430
000532880,2500
000533903,2663
000534838,2393
000534842,2545
000541244,3108
000541245,3119
000542538,403
000543302,3046
000545104,1711
000545261,1785
000545870,2493
000545871,2482
000547869,160
000548487,1887
000549048,272
000550143,3142
000550152,3152
000589807,1819
000589808,1840
000592937,2324
000615780,307
000620807,2359
000621348,2819
000622070,158
000622281,2386
000625647,210
000628567,3165
000628568,3167
000628569,3168
000628571,3181
000628572,3182
000629918,1668
000630938,343
000631032,3183
000636076,262
000638891,2136
000640411,1692
000641425,881
000643854,152
000645011,2452
000649185,2399
000653066,372
000653068,3155
000653069,3156
000653071,3163
000656315,1615
000656316,1818
000656319,1839
000656320,1841
000663276,2469
000663312,2116
000663313,2083
000663315,1885
000665514,1964
000665515,1670
000667321,3197
000667888,3200
000667889,3201
000667890,3202
000667891,3203
000667892,3204
000667893,3205
000667894,3206
000667896,3208
000667897,3209
000667898,235
000669029,2091
000669388,1669
000715054,227
000718355,489
000718948,2553
000719823,3027
000720046,2197
000720296,2998
000721738,2598
000722544,3067
000724032,1898
000729272,2968
000729738,2656
000729746,3230
000731664,3238
000736480,2305
000738726,1647
000741279,2317
000745444,2479
000748732,2935
000749608,2048
000751446,682
000754043,2475
000755846,2323
000761955,2311
000762895,2245
000764565,2060
000767599,1992
000770914,312
000773699,2094
000775614,328
000781465,317
000784701,2511
000785845,2377
000793562,2401
000793902,2623
000795542,1920
000795630,2349
000796242,3247
000797506,2292
000801476,1688
000804861,242
000806429,309
000808573,3239
000809976,2343
000810230,2597
000815157,1753
000820083,1752
000822227,2035
000822231,2039
000826773,1749
000829703,1744
000830140,2005
000846155,3214
000848130,304
000852443,2624
000856146,387
000856149,2387
000856386,2582
000858659,3184
000858888,2862
000858890,2861
000862647,2239
000865912,2277
000866859,1864
000868793,2208
000868794,2207
000871696,2082
000871697,2070
000871699,2071
000872877,2547
000877164,2312
000879500,1397
000882004,1654
000883052,2738
000890455,2842
000890705,2432
000890763,2752
000892693,392
000894990,78
000895873,1916
000899171,1636
000899937,2209
000901535,2999
000909468,81
000910049,2507
000912733,582
000914989,3074
000915791,3011
000915896,3082
000915996,2924
000915998,2925
000917933,3066
000918173,2911
000918217,85
000918252,1912
000918595,3085
000923011,2869
000923091,2376
000923171,2734
000923289,438
000923328,2163
000923475,2831
000923686,218
000926566,2403
000927275,3033
000929215,369
000929216,2856
000929242,2921
000930403,480
000931079,2426
000935648,178
000938739,213
000938746,2073
000943463,123
000945688,3072
000946642,1894
000946925,2670
000947271,136
000947293,1838
000947939,2056
000947939,2061
000947950,2700
000948175,2789
000948748,199
000949075,2013
000949268,2075
000949306,2535
000949307,2534
000949309,2556
000949449,2816
000949616,173
000953664,2689
000953713,2529
000953725,1911
000956458,2037
000956848,2400
000958581,2669
000961769,3064
000961773,2443
000962182,2402
000967715,2341
000967717,2302
000967801,2515
000973457,2550
000974860,188
000975007,2724
000977570,2568
000978011,1817
000979715,2229
000979725,2230
000980314,2225
000980887,2226
000980891,2227
000981227,2509
000981458,2252
000981650,2554
000982543,2854
000983918,2473
000990940,230
000990946,2857
000993120,214
000994794,2543
000997922,419
000997925,3158
000997927,3164
001001289,2722
001013286,155
001022380,2145
001024858,3047
001027085,2723
001027087,2728
001028225,2691
001029842,161
001040858,159
001049041,126
001049055,2371
001060370,2755
001065705,3216
001072735,406
001072942,1918
001098816,2893
001099066,3001
001099095,2997
001102055,3195
001121416,2446
001121627,2894
001124306,3196
001124824,2574
001130553,413
001162530,2852
001170087,3062
001170088,3063
001170089,3069
001170090,3070
001170091,3071
001170092,3105
001173405,2542
001174436,2015
001175010,371
001175012,3145
001175013,3146
001175014,3147
001175015,3148
001175016,3149
001175017,3150
001175018,3151
001175021,3153
001177192,2416
001177222,2375
001178314,124
001178757,354
001178761,3059
001178764,3061
001179654,1947
001180311,2151
001183215,2536
001183217,2537
001183530,2147
001185478,150
001188492,367
001188792,2385
001189824,2023
001191907,1893
001191908,149
001192391,408
001193132,2678
001193136,2680
001193377,2144
001193431,2747
001193742,2799
001194164,375
001197877,337
001198308,3123
001198313,3128
001198316,3129
001198317,3138
001198381,2692
001200283,2672
001200814,2823
001201635,1999
001202951,3175
001204340,1924
001204747,3016
001206467,146
001206522,145
001208492,2802
001209952,338
001211274,3180
001216293,2338
001218545,11
001219814,2808
001221965,335
001222011,3188
001222012,3189
001222013,3190
001222900,1929
001226470,1914
001230341,2459
001230435,2157
001235699,2152
001235756,2762
001238532,2792
001243287,2344
001243594,2154
001243597,2414
001246823,366
001251882,2877
001251906,143
001251908,153
001252870,3217
001257499,2148
001259467,1913
001268272,2047
001271459,2326
001276061,2729
001282405,170
001282406,139
001282896,140
001283566,3215
001284985,2694
001285298,2137
001287841,2727
001292427,233
001292500,243
001293747,297
001296485,2052
001297923,2366
001300548,2214
001302028,1943
001304192,2544
001304481,2085
001306696,2489
001318561,2815
001324511,2301
001337038,1632
001339598,2219
001339599,2228
001341477,2417
001345229,298
001345231,1941
001348124,2113
001348188,291
001354624,1861
001354710,2826
001361665,1353
001362819,2871
001363441,3251
001365479,1355
001366664,3065
001370902,1
001379674,2667
001384269,2910
001384905,2110
001386504,303
001391659,2025
001401439,3143
001405364,2976
001409524,2334
001409527,2335
001409530,2337
001409532,2336
001410763,1889
001412052,2575
001420157,1888
001421757,2329
001421781,1806
001422161,2244
001422162,1804
001422164,1695
001422165,2232
001422166,1684
001435504,2150
001436218,1705
001439046,1617
001445310,2077
001445313,1930
001445329,2977
001445330,2978
001445336,1931
001445699,1985
001449186,2824
001451005,2431
001453986,1624
001464612,2118
001472601,1803
001472713,2342
001478288,2280
001479376,2222
001483837,2679
001484656,2810
001486771,2975
001497162,2797
001499685,3250
001500981,2796
001502002,2563
001503363,2916
001507732,2212
001510439,3211
001511892,2380
001515057,2522
001515699,3112
001516398,2895
001523718,290
001523766,250
001523767,252
001524266,2294
001525706,3219
001525929,2768
001526253,2883
001526299,2746
001526533,2241
001530466,2087
001536942,2740
001542623,2822
001542647,1968
001542937,1973
001542963,2045
001543117,2737
001543119,2779
001543161,2451
001543162,2463
001543164,2453
001543165,2464
001543167,2448
001543172,2527
